,affiliation,friends_count,favourites_count,description,screen_name,geo_enabled,lang,verified,time_zone,statuses_count,followers_count,following,name,location,created_at,retweeted_count,profile_image_url,text,allies,new_text,new_retweet_count,new_created_at
468,L,5000,1627,"# I personally vote fuck the Eu and I don't eat halal meat ! , #Englishandproud #ukip,#Whattherealbritishenglishthink #pegidauk anti racist ! #brexit",TheThetruth1123,True,en-GB,False,,22556,3388,,the truth!,the moon ,Wed Oct 14 15:52:34 +0000 2015,121.0,http://pbs.twimg.com/profile_images/744796354644369408/kTNeDz_m_normal.jpg,Night night #EU #brexit #VoteLeave #ukip ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ðŸ‡¬ðŸ‡§ https://t.co/7scReETgLe,"['Fight4UK', 'MisterReeBooks', 'RaajShamji', 'theordinaryman2', 'Daniel__Brookes', 'CrusadeFan', 'ashleybangle', 'richardtron', 'TheThetruth1123', 'HouseOfTraitors', 'danedweller', 'BellaSassin', 'KTHopkins', 'vote_leave', 'Dwalingen', 'Stop_The_EU', 'SirBentlyBlower', 'PrisonPlanet', 'thea_scholte', 'pmclauth', 'VoteLeaveHunts', 'LBC', 'ViTheCleaner', 'St_Gaz', 'newbon_neil', 'thierrybaudet', 'AMDWaters', 'BreitbartLondon', 'Geezajay2013', 'steven_winstone', 'Justice_forum', 'malcolmcameron7', 'Maccabee3Star', 'JamesJimCarver', 'V_of_Europe', 'Patriotic_Brit', 'MdDeactivated', 'threeacesvape', 'Snap_Politics', 'JuliaHB1', 'LouiseMensch', 'XxPLWxX', 'arrowsmithwoman', 'tijding_NL', 'realdealdanny', 'AndyHammers', 'Leavethe_EU', 'TRobinsonNewEra', 'CodeAud', 'BooyahBoyz', 'robson_evan', 'Boots748', 'AMTrump4PRES', 'NetworksManager', 'DVATW', 'simplysimontfa', 'Englishpapist', 'bigalski10', 'GilesVersace', 'RaheemKassam', 'SteveHiltonx', 'terrylawes', 'DavidJo52951945', 'dissident641', 'tnaleor', 'RParavati', 'pimpmytweeting', 'WodeWose7', 'sincy91', 'PeaceOutCoUk', 'Ron_Hutchcraft', 'geertwilderspvv', 'LeaveEUOfficial', 'russjb2512', 'me4ukip', 'CllrGurjitBains', 'BradleyRAyres', 'stardust193', 'SteveBakerHW', 'BBCNews', 'RayUngerer']",deleted,deleted,deleted
469,L,101,69,"Deputy Chairman of UKIP, MEP for the South East of England. UKIP Home Affairs and Justice Spokesman.",DianeJamesMEP,False,en,False,,1058,5320,,Diane James,"South East, England",Wed Jul 23 14:22:03 +0000 2014,121.0,http://pbs.twimg.com/profile_images/491952456989827073/vzVT4f_o_normal.jpeg,I am on a panel tonight at Wembley with Priti Patel as a part of the Great Debate to help undecided voters to @vote_leave #Brexit,[],Weekend reading https://t.co/fqVlSpYvPM,15,Sat Apr 07 18:05:10 +0000 2018
470,L,3012,1964,"A Collection of the Best Tweets, Articles & Promotions. Get promoted follow @PurpleAdverts",NETWORKMIX,False,en,False,Amsterdam,2831,13073,,NETWORK MIX,,Sun Feb 26 22:55:14 +0000 2012,121.0,http://pbs.twimg.com/profile_images/698476286575034368/JZck4Bi0_normal.png,,['daytimebusiness'],RT @designsnake: Spending Bill Gives Green Energy Its R&amp;D Budget—But That's Not All It Needs https://t.co/6FQI8ah8cs,1,Sat Mar 24 19:29:32 +0000 2018
471,R,559,80,Campaign for promoting the benefits of Scotland voting to remain within the European Union in the referendum on Thursday 23 June #EUref #StrongerIN,scotstrongerin,True,en,False,London,825,2150,,Scotland StrongerIN,"Scotland, United Kingdom",Tue Feb 09 13:41:33 +0000 2016,121.0,http://pbs.twimg.com/profile_images/730696196424122368/0bfGVCtH_normal.jpg,The only way to protect workers rights is to #VoteRemain #EUref https://t.co/R95jp7yEYw,[],Polls have closed for the #EUref and thank you to all in #Scotland who Voted Remain to make our voice heard https://t.co/i5QSft3RDe,14,Thu Jun 23 21:05:37 +0000 2016
472,R,1239,224,"Member of Parliament for East Surrey. Childcare and Education Minister. Husband, Father, Proud Arsenal fan.",SamGyimah,False,en,True,Amsterdam,4858,12622,,Sam Gyimah MP,Westminster,Thu Jul 09 14:41:56 +0000 2009,121.0,http://pbs.twimg.com/profile_images/606381604341227520/Fkk4hHbQ_normal.jpg,@oflynnmep Your constant reference to a 'British deal' if we #VoteLeave is clever clogs speak for 'we just don't know'. A huge gamble!,"['StrongerInPress', 'StrongerIn', 'susana_mendonca', 'LBC', 'FrancesOGrady']","RT @Trivium21c: Getting good grades at school is a family affair, not just down to the child: https://t.co/dgwwTVBTVd",147,Mon Apr 09 00:08:59 +0000 2018
473,L,2013,1750,"Historian & copywriter, tweets in Dutch and English. MA Military History. Focus on history, current affairs, football.
HQ in Rotterdam, The Netherlands.",jelle_simons,False,nl,False,Belgrade,4918,824,,Jelle Simons,"Rotterdam, Zuid-Holland",Sun Feb 15 01:17:02 +0000 2015,120.0,http://pbs.twimg.com/profile_images/637388776126459905/TGG1MfJS_normal.jpg,"Not true. You behave like a spoiled kid in puberty, but we still love u. Even if you leave, but please don't #remain
https://t.co/kqUL0rbgQj","['LitChick79', 'YEMEdinburgh', 'MissEllieMae', 'Sweetums4', 'jk_rowling', 'TomLondon6']","RT @WilDonnelly: Trump has two Chinese-made statues, plastic replicas of the Statue of Liberty, in Trump Tower, next to a large picture of…",390,Sun Apr 08 22:24:00 +0000 2018
474,R,547,763,,russian_market,True,de,False,Bern,91752,137351,,Russian Market,"Zurich, Switzerland",Wed Jan 26 19:56:43 +0000 2011,119.0,http://pbs.twimg.com/profile_images/744642265117769728/jDxKNh7y_normal.jpg,LA resident votes to stay in the EU ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/4XeXxx9Zul,[],HUNGARY PM ORBAN WINS ELECTION,17,Sun Apr 08 21:06:44 +0000 2018
475,R,1857,784,"The latest Birmingham news, sport, weather and events from the Birmingham Mail: http://t.co/rhQbDH2cfS. We're also on Facebook http://t.co/7jU4pumUhQ",birminghammail,True,en,True,London,101430,153691,,Birmingham Mail,"Birmingham, UK",Wed Jan 30 12:02:19 +0000 2008,119.0,http://pbs.twimg.com/profile_images/737592960980680705/3a-wI0cy_normal.jpg,50 scientists and academics on why we should remain #BrumBetterIn #EUref https://t.co/pMt2iD8xf6,"['graeme_brown', 'sionsimon', 'AnisaHaghdadi', 'neilelkes', 'OpusCornwallSt', 'WMLabour', 'ClrMajidMahmood', 'rogerbhx', 'thedancingflea', 'LeeMarsham', 'jonwalker121']",deleted,deleted,deleted
476,R,1153,23000,Middle aged old style socialist. The older I get the more left wing I become.  Lifelong Leeds United supporter and aesthete.,Redpeter99,True,en,False,,46367,15500,,Peter Smith,North Yorkshire,Mon Jun 13 13:58:38 +0000 2011,119.0,http://pbs.twimg.com/profile_images/1490392246/atlee_normal.jpg,If one good thing has come out of #EUref it's the realisation what an unpleasant cynical shallow charmless careerist Boris Johnson really is,"['BethRigby', 'StrongerIn']",Watching #TheGenerationGame makes me nostalgic for the early 1970s particularly when we had power cuts.,13,Sun Apr 08 19:52:48 +0000 2018
477,L,9004,30607,LongRange weather+climate forecaster by solar-particle+lunar effects NOTHING to do with CO2. American Thinker Mag Climate Predictor of yr 2010. Climate Realist.,Piers_Corbyn,False,en,False,London,49865,11652,,Piers Corbyn,London,Mon Aug 03 15:36:45 +0000 2009,119.0,http://pbs.twimg.com/profile_images/534677467688992768/W_CXTFAk_normal.jpeg,If you are looking for #Piers #Corbyn #WOWexit movie it is the WindowsOnTheWorldLink VID below. WE CAN WIN RTRTRT https://t.co/1di7UrGKiq,"['Piers_Corbyn', 'Fight4UK', 'SAVE YOUR FUTURE! 4 BRILL VIDS ClickLinks p1 https', 'LeaveEUOfficial']","RT @Piers_Corbyn: #GlobalWarming-#CimateChange #globalist #charlatans, #fraudsters+liars CRUSHED in #California ""#ExxonKnew"" Court. MylesAl…",11,Sat Apr 07 23:41:51 +0000 2018
478,R,62365,45,"Leader of @TheGreenParty of England and Wales. #VoteGreen2016 #GreenerIN 
Follows aren't an endorsement.",natalieben,True,en,True,London,35935,115382,,Natalie Bennett,London,Sat Oct 04 22:49:36 +0000 2008,118.0,http://pbs.twimg.com/profile_images/730336061503635456/91nT-dDC_normal.png,In #Luton campaigning for #GreenerIN #EUref  - lovely feline certainly looks like #CatsAgainstBrexit https://t.co/OhLRn3ZglL,"['TheGreenParty', 'CarolineLucas', 'Another_Europe', 'tweetletwoo', 'GreenJeanMEP', 'LivveyKirtley', 'pheebsgeebs']","@TheoneTucker @CV_Action_HS2 Electric buses excellent, support walking &amp; cycling, start with the local public trans… https://t.co/JDlecpnMdr",0,Mon Apr 09 00:42:10 +0000 2018
479,L,5277,26302,"Respect To Our Armed Forces Past & Present, Proud Brit love My Country,Diversity is Code 4 #Whitegenocide #VoteLeave #UKIP #Trump2016 ⚡#LondonHasFallen NO DMs",LadyMercia,False,en,False,,29712,5762,,Maiden #LeaveEU⚡️,ENGLAND ,Sun Mar 09 16:11:14 +0000 2014,118.0,http://pbs.twimg.com/profile_images/722849716258664448/De9tUuXF_normal.jpg,"Analysis: Immigrants Costs Taxpayers Up To Â£17 Billion a Year https://t.co/4TBPPr4xBW
#EURef","['Gertusout', 'patcondell']",Twitter Transgender Critic 'Questioned by Police and Banned from Leaving UK' | Breitbart https://t.co/vJZ4QkjuWz via @BreitbartNews,3,Thu Apr 05 18:25:43 +0000 2018
480,L,8545,2861,"Dave Nellist is a member of the Socialist Party. He was a Labour MP (1983-1992), SP city councillor in Coventry (1998-2012), now national Chair of TUSC.",davenellist,True,en,False,London,17644,10346,,Dave Nellist,"Coventry, UK",Mon Apr 06 01:12:37 +0000 2009,118.0,http://pbs.twimg.com/profile_images/2875985019/e55a61518b9a57204e58601105ead4fc_normal.jpeg,"The Socialist Case Against the #EU: public meeting hosted by #TUSC in #Sheffield
tonight, 7-30pm at the Central United Reform Church, S1 2JB",['TrevorWAllman'],Socialists condemn latest hike in #Coventry hospital parking charges #No2PFI https://t.co/ZJIAhhHxQc,3,Sun Apr 08 12:45:02 +0000 2018
481,L,404,4499,UKIP Group Leader Dudley MBC. Master Scuba Diver. Type1 Diabetic,PaulBrothwood,True,en,False,,1276,529,,Cllr Paul Brothwood,Wordsley,Sun Jan 26 22:19:49 +0000 2014,118.0,http://pbs.twimg.com/profile_images/458906298210209792/YZ97_qlh_normal.jpeg,Wow. Liverpool was a lot of fun. So much support for Leave. #ProjectFACT moves on to New Brighton. @julia_reid @BillDudleyNorth,"['GoodwinMJ', 'paulnuttallukip']",deleted,deleted,deleted
482,R,2129,1646,"Amnesty International in the UK - standing up for human rights across the world, wherever justice, freedom, fairness and truth are denied.",AmnestyUK,True,en,True,London,17762,220814,,Amnesty UK,London,Fri Mar 07 14:13:20 +0000 2008,118.0,http://pbs.twimg.com/profile_images/3607271465/5e25a8cdc778ee265f2c472de82097c0_normal.png,This #RefugeeWeek tell your MP to make #RefugeesWelcome in the UK by reuniting scattered families https://t.co/nSwE4tgVLW,[],RT @AmnestyUK: #HappyBirthdayAzza! We're at #AmnestyAGM18 celebrating the work of the inspirational @AzzaSoliman1 on her birthday. Join her…,37,Sun Apr 08 18:17:05 +0000 2018
483,N,1036,134,Political Editor of The Sun and #AFC season ticket holder. Also see @SunPolitics.,tnewtondunn,True,en,True,London,13589,35601,,Tom Newton Dunn,London,Wed Feb 11 15:54:25 +0000 2009,118.0,http://pbs.twimg.com/profile_images/647538185719955456/O0WcZmFs_normal.jpg,"Electoral Commission say 46,499,537 voters have registered for #EUref, which is a new UK record. 150,000 more than #GE2015.",[],"RT @JohnnyMercerUK: If you’re not prepared to ever countenance military intervention abroad after Iraq, at least make yourself look at the…",2227,Sun Apr 08 16:38:08 +0000 2018
484,R,386,334,"Evolutionary biology, sexual conflict, mitochondria, Darwinian medicine, Royal Society University Research Fellow",ted_morrow,True,en,False,,3344,724,,Ted Morrow,Brighton UK,Wed May 30 14:35:02 +0000 2012,118.0,http://pbs.twimg.com/profile_images/431056668823011329/JWqnskkf_normal.jpeg,I asked 30 fruitflies what the result of the #EUref would be - a clear prediction for #remain to win #flypoll https://t.co/3tdvVNGWK8,['GC_Drew'],deleted,deleted,deleted
485,L,781,15,Thoroughly British - Thoroughly #Brexit  - Ex-Military - Business - Science and Technology - #StopYulinForever,SirBentlyBlower,False,en-gb,False,Pacific Time (US & Canada),2035,786,,Sir Bentley Blower,"London, England",Tue Mar 22 14:08:50 +0000 2016,118.0,http://pbs.twimg.com/profile_images/712721977522434048/2GOYq4Ho_normal.jpg,@Zacnaloen In theory you're right but I think all sorts of tricks are going to be employed in this vote. #Brexit,"['niallradford', '4EVAQPR', 'BeverleyTruth', 'Mustique49', 'Jroentjee', 'Leavethe_EU', 'KeithBe1', 'zarrinawatts', 'DARTHGRUMBLE', 'NoThanksEU', 'LouiseMensch', 'paulw1415', 'DominicFarrell', 'CllrBSilvester', 'YoungBeleavers', 'cmackinlay', 'DVATW', 'Aussies4Britain', 'TheaDickinson', 'Patriotic_Brit', 'TheAnglosphere', 'NadineDorriesMP', 'GrahamLKeegan', 'DavidWooding', 'vote_leave', 'Arron_banks']",deleted,deleted,deleted
486,R,1068,33343,"I will debate this matter at more leisure, And teach your ears to list me with more heed - Time to point and laugh at the right wing .. views defiantly my own",LiberalIsland,True,en,False,,59024,2486,,liberalisland,NOT going away!  ,Tue Feb 25 18:06:31 +0000 2014,117.0,http://pbs.twimg.com/profile_images/684181831378407424/qu9Qzb_j_normal.jpg,#ukip new #EUref advert for #brexit is designed for five year olds .. Perfect then!  https://t.co/HjyDgBe24d,"['ecorporatelaw', 'LiberalIsland', 'Trump_ton', 'Mooglymoo', 'jreedmp', 'Bonn1eGreer']",deleted,deleted,deleted
487,L,415,38,Sending the EU for six! A group of cricket players and fans who want to leave the EU #VoteLeave #BeefybatsforBritain,Cricket4Britain,False,en-GB,False,,1105,432,,Cricket for Britain,,Sun Apr 17 10:47:12 +0000 2016,117.0,http://pbs.twimg.com/profile_images/721652007300374532/dzzGbfAz_normal.jpg,Great stuff from team #VoteLeave remember the below! #ProjectHope https://t.co/zLqWwp1PQf,"['timothy_stanley', 'NadineDorriesMP', 'vote_leave', 'voteleaveyorks', 'petsforbritain', 'toadmeister', 'BBCr4today', 'CEO4TAG', 'LouiseMensch', 'cmackinlay', 'VoteLeaveCroy', 'jasminancona', 'ChloeVotesLeave', 'GPLeatherGloss', 'avemariarebecca', 'Vote_LeaveMedia', 'suttonnick', 'AmandeepBhogal', 'SKJBell', 'sikhsforbritain']",deleted,deleted,deleted
488,L,3,551,THIS IS A PARODY ACCOUNT for Labour MP and Shadow International Development Secretary for Hackney North and Stoke Newington.,hackneyabbatt,False,en-gb,False,,12847,3193,,NOT Diane Abbott MP,"Hackney, London",Wed Aug 13 20:20:07 +0000 2014,116.0,http://pbs.twimg.com/profile_images/530152901751341056/ZgMR2OzD_normal.jpeg,Go to 19.15 https://t.co/hLtc7dy8Eh @David_Cameron is finished. #VoteRemain is finished,"['LitteHOnline', 'hackneyabbatt', 'RussellMaJimmie', 'MichDonohue']",RT @IronCurt10: @hackneyabbatt The sharia smurf,1,Sun Apr 08 23:27:38 +0000 2018
489,L,4158,2678,Entrepreneur / Property Developer / Vegan / MCIJ / Londoner / Counting Agent Brent #voteleave / FB: amirsadjady,amirsadjady,True,en,False,London,3084,2115,,Amir Sadjady,London,Fri May 29 21:37:27 +0000 2009,116.0,http://pbs.twimg.com/profile_images/718172392426758144/MGIUJ88E_normal.jpg,"Remain camp says there's no post #brexit economic plan, what's ""their plan"" when the last ounce of UK sovereignty is diminished #voteleave",['amirsadjady'],RT @RPTories: A man has been left with life-changing injuries after having acid thrown on him in Fulham Palace Road at about 7.10pm on Tues…,6,Sun Apr 08 06:45:31 +0000 2018
490,L,563,1729,,phantom1877,False,en,False,Hawaii,2527,261,,Matt,,Wed May 11 18:17:22 +0000 2011,116.0,http://pbs.twimg.com/profile_images/718050674097917953/Vx0k13u3_normal.jpg,"Friendless, apart from our friends in NATO, the UN, the G7, The Commonwealth. Leaving EU isn't leaving the world https://t.co/MFUUenqart","['vote_leave', 'montie', 'LeaveEUOfficial', 'DanHannanMEP', 'Mike_Fabricant', 'LiamFoxMP']",RT @DPJHodges: There’s been a bit of a debate about just how thoroughly infested with anti-Semitism Jeremy Corbyn’s Labour Party is. After…,374,Fri Apr 06 10:11:52 +0000 2018
491,R,1048,372,Director LSE Centre for Economic Performance. Winner of Jansson Prize for Best Economist under 45 in Europe. Prof. Fellow of British Academy & Econometric Soc,johnvanreenen,True,en,False,London,9896,9529,,John Van Reenen,London,Sun Aug 02 20:16:46 +0000 2009,116.0,http://pbs.twimg.com/profile_images/344641152/DFBV6352_normal.jpg,#BBCDebate Don't believe the hype: Here's facts on #Brexit &amp, #economy https://t.co/6W7Gg1ZgjH  #immigration https://t.co/mHuwWgk6wR,RT @Noahpinion: Economics is STEM now! https://t.co/UTpE1Hh7gf,26,Sun Apr 08 23:54:38 +0000 2018
492,R,3339,69,Politics • Left-leaning • Law student • #StrongerIn • All views expressed are my own,iansinkins,True,en,False,London,461,3351,,Ian Sinkins,"South West, England",Wed Feb 03 21:25:13 +0000 2016,116.0,http://pbs.twimg.com/profile_images/712721409408155648/DbrGW_3h_normal.jpg,What I hate the most is how Leave talk about rest of Europe like they're some third world countries and UK is the only decent country #EUref,['iansinkins'],#glasgow 🏴󠁧󠁢󠁳󠁣󠁴󠁿 @ Pitt St https://t.co/Ab2ekFk0TC,0,Thu Apr 05 14:57:23 +0000 2018
493,L,309,707,Standard   #CFC,_mosef,True,en,False,London,7213,245,,james,LDN ,Fri Jan 09 22:28:31 +0000 2009,116.0,http://pbs.twimg.com/profile_images/726459719204896768/4S168uIu_normal.jpg,,['ChukaUmunna'],RT @VelonCC: After another superb edition of #ParisRoubaix sit back and enjoy the onboard highlights from the #HelloftheNorth 🚴🔥 https://t.…,205,Sun Apr 08 21:01:10 +0000 2018
494,R,8636,65403,"Creator of the hashtag #ToryFeeders 
Respected Independence Think Tank",MrMalky,True,en,False,London,155640,11065,,Mr Malky,Aberdeenshire,Thu Aug 06 20:13:56 +0000 2009,115.0,http://pbs.twimg.com/profile_images/737788604060078080/svSiC212_normal.jpg,#ProjectFear from the #ProlierThanThou Owen Jones https://t.co/FjbIBofiWU,"['AngrySalmond', 'marcohilley']","@jimnarlene I'm sorry for your loss 
I was only answering his statement",0,Mon Apr 09 01:03:30 +0000 2018
495,R,2615,1791,"Financial Times Central Europe correspondent. Opinions here are mine, the @FT's are behind the paywall. Gossip & intrigue to henry.foy@FT.com",HenryJFoy,True,en,True,London,15090,14067,,Henry Foy,Warsaw airport departures,Tue Mar 03 00:24:22 +0000 2009,115.0,http://pbs.twimg.com/profile_images/649302503067140096/MSWBowwE_normal.jpg,Warsaw projects British flag onto city's most famous building as Mayor urges UK to vote #Remain https://t.co/pj6rz6Ki4r,[],"US sanctions on Russian oligarchs are set to resonate globally, with major impacts on metals and energy markets… https://t.co/OLkkf0uT65",15,Sun Apr 08 17:13:35 +0000 2018
496,L,30804,21905,"Freedom! Not PC, Send illegals back, Horror movie stuck in the 80s, #StarWars junkie, Jawa, Samui, funko pop #MAGA #Trump #BlueLivesMatter",yobynnad1127,False,en,False,,4422,28241,,SecureOurBorder,America ,Sun Sep 01 02:54:33 +0000 2013,115.0,http://pbs.twimg.com/profile_images/735841582671405056/glG-XCvM_normal.jpg,"Dear Mr. President, you either support the terrorists or you support Americans. You can't support both. #EnoughIsEnough #MAGA #Brexit #Trump",[],deleted,deleted,deleted
497,R,6554,2029,We've been fighting the bad guys since 1961 - you can join us! Official Amnesty International USA profile - RTs≠endorsements.,amnesty,False,en,True,Eastern Time (US & Canada),15093,2080613,,AmnestyInternational,New York,Sat Sep 06 04:05:26 +0000 2008,115.0,http://pbs.twimg.com/profile_images/503277927912329216/niWJ1nYD_normal.jpeg,When people are welcomed they feel hope. Join us &amp, send your message today: https://t.co/0FT8LhlHJb #RefugeesWelcome https://t.co/jdeo6edIfL,First they took on @Shell. Now they’re taking on #ToxicTwitter. Join our army of digital detectives and help uncove… https://t.co/RFsTggKWyR,86,Sun Apr 08 18:07:16 +0000 2018
498,L,5433,11535,"Love Europe, oppose EU dictatorship. Catholic. Advocate of Secure Borders, European Identity. History & Nature Lover. #Brexit #AfD #News",europafreunde,False,en-gb,False,Prague,26506,6311,,Freunde aus Europa,Europa ,Sun Jun 29 11:17:52 +0000 2014,115.0,http://pbs.twimg.com/profile_images/672792695702687745/GBCFUDF7_normal.png,Some of the no marks supporting the remain campaign. An own goal for Beckham as most football fans will #VoteLeave  https://t.co/8NRmvOFDEy,"['Boots748', 'fatfei_', 'DVATW', 'KTHopkins', 'kipperlounge', 'PrisonPlanet', 'vote_leave']",deleted,deleted,deleted
499,N,116,11,"Interactive and information graphics from the BBC News Visual Journalism team. We are designers, developers and journalists.",BBCNewsGraphics,False,en,False,London,3111,34104,,BBC News Graphics,London,Wed Jun 24 16:12:26 +0000 2009,114.0,http://pbs.twimg.com/profile_images/532224168821915648/FFN8eced_normal.png,Here's where both sides stand on immigration. More in our #EUref issues guide https://t.co/0D46ev4pPm #BBCDebate https://t.co/OqDfnCgalA,['BBCRealityCheck'],How will the pension rise affect you? https://t.co/Uh3flxxeSJ https://t.co/eL1JwiItza,0,Fri Apr 06 13:38:46 +0000 2018
